SMILES,nearest_training_tanimoto
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc([N+](=O)[O-])cc1,0.7
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCNCCO)CC2)c1Br,0.7632
Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccn1,0.8143
Cn1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccc1=O,0.7612
CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC3)cn2)cs1)C(F)(F)F,0.8902
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cnn(CC3CC3)c2)cc1F,0.7391
N#Cc1cccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)c1,0.7606
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Oc1ccccc1,0.75
NC(=O)c1cccc2c(NC(CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,1
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1Cl,0.7667
N#Cc1c(N)ncnc1N1CCC(c2nc(C3CC3)cn2CCN2CCC2)CC1,0.9286
N#Cc1ncnc(N2CCC(c3nc(-c4ccc(F)c(F)c4)cn3CCN3CCCC3)CC2)c1Cl,0.7826
NC(Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ncnc3[nH]ncc23)CC1,0.7213
CC(C)NCC(C(=O)N1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1)c1ccc(Cl)cc1,0.7059
N#Cc1c(N)ncnc1N1CCC(c2nc(C3CCCCC3)cn2CCN2CCCC2)CC1,0.9643
Cn1ncc(Cl)c1-c1cc(F)c(C(=O)NC2CNCCC2c2cccnc2)c(F)c1,0.7761
Cn1cc(C2CCNCC2NC(=O)c2c(F)cc(-c3c(Cl)cnn3C)cc2F)cn1,0.7969
Cn1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)cn1,0.7538
NC(=O)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7018
Cn1c(CC(=O)N2CCc3c(F)cccc32)nc(N2CCOCC2)cc1=S,1
NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,1
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(F)c(C(F)(F)F)c4)n3)cc12,0.7391
CNC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.8036
NC(=O)CCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.8125
Nc1ncnc(N2CCC(c3nc(-c4ccnc(Cl)c4)cn3CCN3CCCC3)CC2)c1Cl,0.7941
NC1(C(=O)Nc2ccc(Br)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.7119
Cn1ncc(Cl)c1-c1cc(F)c(C(=O)NC2CNCCC2c2ccncn2)c(F)c1,0.7143
Cc1c(F)cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)cc1F,0.791
Cc1cc(-c2cn(C)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)ccc1F,0.7937
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccnc1,0.8596
CNCCn1cc(-c2ccccc2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.7286
Cn1c(CC(=O)Nc2ccc(F)c(Br)c2)nc(N2CCCCC2)cc1=O,0.8276
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(F)(F)F)c3)cn2CCN2CCCC2)CC1,0.8514
Cn1c(CC(=O)Nc2cc(F)ccc2F)nc(N2CCOCC2)cc1=O,0.7097
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCCC2O)cc1F,0.7031
N#Cc1c(N)ncnc1N1CCC(c2nc(Br)cn2CCN2CCCC2)CC1,0.7419
CN(C)CCn1cc(-c2ccnc(F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,0.7945
Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,1
N#Cc1cc(F)cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)c1,0.726
Cn1c(CC(=O)Nc2ccc(F)c(F)c2F)nc(N2CCOCC2)cc1=O,0.7097
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc2cnccc12,0.7077
NC1(C(=O)NCc2ccc(Cl)c(Cl)c2)CCN(c2ncnc3[nH]ccc23)CC1,0.807
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cc(F)ccc4F)c3)cc12,0.8644
Cn1cc(C2CCNCC2NC(=O)c2ccc(-c3c(Cl)cnn3C)cc2)cn1,0.75
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)cn4)cn3CCN3CCC3)CC2)c1Br,0.7846
NC(=O)NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.7458
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc12,1
Cc1cccc2c1CCN2C(=O)Cc1nc(N2CCCCC2)cc(=O)n1C,0.8276
Nc1ncnc(N2CCC(c3nc(-c4cnccn4)cn3CCN3CCCC3)CC2)c1Br,0.7015
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1F,1
Cn1c(CC(=O)N2CCc3c(F)cccc32)nc(N2CCOCC2)c(F)c1=O,0.7188
CNCCn1cc(-c2ccc(OC)c(F)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.7013
CNC(=O)C(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.7612
Cn1c(CC(=O)Nc2c(F)cc(F)cc2Br)nc(N2CCOCC2)cc1=O,0.7143
NC(=O)c1ccnn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,1
Cn1ncc(Cl)c1-c1cc(C(=O)NC2(c3ccccc3)CCNCC2)oc1Cl,0.8333
Cc1nc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)s2)cs1,0.7121
Cn1c(CC(=O)Nc2cc(Br)ccc2F)nc(N2CCOCC2)cc1=O,0.7419
NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1,0.7347
COc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F,0.9718
Cn1cc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)nc2)cn1,0.75
CC(C)NCC(C(=O)N1CCN(c2ncnc3[nH]nc(Br)c23)CC1)c1ccc(Cl)cc1,0.8667
Cc1cc(-c2cn(CCNCC3CC3)c(C3CCN(c4ncncc4C)CC3)n2)ccc1F,0.7273
Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4cc(N)ncn4)CC3)n2)ccc1F,0.8571
Cn1c(CC(=O)N2CCCc3ccccc32)nc(N2CCOCC2)cc1=O,0.8909
COc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C,0.8154
COc1cccc(C2CCNCC2NC(=O)c2ccc(-c3c(Cl)cnn3C)s2)n1,0.7143
Cn1cc(C2CCNCC2NC(=O)c2cc(F)c(-c3c(Br)cnn3C)cc2F)cn1,0.803
Cn1ccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)c1,0.7692
CC(=O)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccc1F,0.7778
COc1ccccc1CNC(=O)c1cccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,0.7059
N#Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)cc1F,0.8
NC1(C(=O)NC(CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1
COc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccn1,0.7534
Cn1c(CC(=O)Nc2ccc(F)cc2)nc(N2CCOCC2)cc1=O,0.7759
Cn1c(CC(=O)Nc2ccc(F)c(C3CC3)c2)nc(N2CCOCC2)cc1=O,1
Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3F)n2)ccc1F,0.8133
CC(=O)c1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4cc(N)ncn4)CC3)n2)ccn1,0.7
NC1(c2ccc(-c3nc4ccc(CO)nn4c3-c3ccccc3)cc2)CCC1,0.8235
Cn1cc(-c2cccc(Cl)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,0.7536
COc1ccccc1-c1cn(CCN2CCCC2)c(C2CCN(c3ncnc(N)c3Cl)CC2)n1,0.7
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2nccs2)c(F)c1,0.7385
Cc1cc(F)nc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)s2)n1,0.7101
O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,0.75
NC1(C(=O)NC(Cc2ccccc2)C(=O)O)CCN(c2ncnc3[nH]ccc23)CC1,0.7273
Cc1sc(C2CCNCC2NC(=O)c2cc(F)c(-c3c(Cl)cnn3C)cc2F)cc1F,0.7183
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2Cl)c(F)c1,0.7213
Cn1cc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)s2)cn1,0.7742
CC1Cc2cc(F)cc(F)c2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C,0.7538
Cn1nccc1-c1cc(F)c(C(=O)NC2CCNC2)c(F)c1,0.7
Cn1ncc(Br)c1-c1ccc(C(=O)NC2CNCCC2c2cccnc2)s1,0.7681
NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,0.75
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCCC2)CC1,1
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2cncc(F)c2)cc1F,0.8254
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1)c1ccccc1,0.7167
NC1(C(=O)NC(CS)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ncc23)CC1,0.8387
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1cccnc1,0.7241
CNc1ccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)cc1F,0.8261
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(F)c(F)c4)c3)cc12,0.8793
N#Cc1cc(CCC(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)c2ccc(Cl)cc2)ccc1F,0.7397
CN(C)CCn1cc(C2CC2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,0.7031
Nc1ncnc(N2CCC(c3nc(-c4ccnc(F)c4)cn3CCN3CCCC3)CC2)c1Cl,0.8333
NC(=O)C(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.7778
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c(Cl)c1)c1ccccc1,0.7667
NC1(c2ccc(-c3nc4ccc(C(=O)NCc5ccc(F)cc5)nn4c3-c3ccccc3)cc2)CCC1,0.7576
NC(=O)c1cc(-c2cn(CC3CNC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccc1F,0.7632
Cn1c(CC(=O)N2CCc3c(F)cccc32)nc(N2CCCCC2)cc1=O,0.8305
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1,0.8269
N#Cc1ccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cc1,0.8594
Cn1c(CC(=O)N2CCc3ccccc32)nc(N2CCCCC2)cc1=O,0.8182
CCc1c(N)ncnc1N1CCC(c2nc(-c3cccnn3)cn2CCN2CCC2)CC1,0.7027
Cc1cc(C)nc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)nc2)n1,0.7121
Cn1cc(-c2cccn3c(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc23)cn1,0.7049
NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,1
Cn1ncc(Cl)c1-c1cc(F)c(C(=O)NC2CNCCC2c2cncc(F)c2)c(F)c1,0.7846
NC(COc1cncc(-c2ccc3c(c2)C(c2cccnc2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,1
CC1Cc2ccc(Br)cc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C,0.7903
CN(C)CCn1cc(-c2ccccc2F)nc1C1CCN(c2ncnc(N)c2Br)CC1,0.7027
CNCCn1cc(-c2ccc(F)c(F)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.7794
Cn1c(CC(=O)Nc2cccc(Br)c2)nc(N2CCOCC2)cc1=O,0.7377
CN(C)CCNC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.7031
N#Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccc1F,0.8261
O=C(NC(c1ccc(F)c(Cl)c1)C1CNC1)c1ccc2cnccc2c1,0.8393
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)CCC1,1
Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccn1,0.7857
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccn3)cn2CCN2CCCC2)CC1,0.8
Cc1cc(F)cc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)s2)n1,0.7143
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c(F)ccc(F)c4F)c3)cc12,0.8596
CC1C(=O)Nc2ncnc(N3CCC(c4nc(-c5ccccc5)ccc4NCCN4CCCC4)CC3)c21,0.8108
Cc1c[nH]c2ncnc(N3CCC(N)(CNC(=O)c4cccc(F)c4)C3)c12,1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(F)(F)F)c3)nn2CCN2CCCC2)CC1,0.7215
CN(C)CCn1cc(-c2ccc(F)c(F)c2)nc1C1CCN(c2ncnc(N)c2Br)CC1,0.8406
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(F)c1,1
Cn1cc(-c2ccnc(F)c2)nc1C1CCN(c2ncnc(N)c2Br)CC1,0.7231
Cn1ncc(Cl)c1-c1cc(F)c(C(=O)NC2CNCCC2F)c(F)c1,0.7302
Cc1nc(N)nc2c1cc(-c1ccn(C)c1)c(=O)n2C1CCC(OCC(N)=O)CC1,0.7143
COc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,0.9714
NC1(C(=O)NCc2ccc(Cl)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1,0.7797
Cn1c(CC(=O)N2CCCc3c(Cl)cccc32)nc(N2CCOCC2)cc1=O,0.8983
N#Cc1c(N)ncnc1N1CCC(c2nc(CCC(F)(F)F)cn2CCN2CCCCC2)CC1,0.7015
CC1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)cc4)NC(=O)c4ccncc4)CC3)c21,0.7101
Cn1c(CC(=O)Nc2cccc(F)c2)nc(N2CCOCC2)cc1=O,0.7377
Cn1ncc(Br)c1-c1cc(F)c(C(=O)NC2CNCCC2c2ncccn2)c(F)c1,0.7424
Cn1nccc1-c1ccc(C(=O)NC2CCNCC2c2cncc(F)c2)nc1,0.75
Cc1nc(C(N)=O)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,0.7797
NC1(c2ccc(-c3nc4cc(F)ccn4c3-c3ccccc3)cc2)CCC1,1
CC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7857
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3nccs3)cn2CCN2CCCC2)CC1,0.7083
Cn1c(CC(=O)Nc2cc(Cl)cc(Cl)c2)nc(N2CCOCC2)cc1=O,0.7
Cn1c(CC(=O)Nc2ccc(F)c(Br)c2)nc(N2CCOCC2)cc1=O,1
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)NC1CC1,0.7097
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2Cl)c(Cl)c1,0.7258
Cn1c(CC(=O)Nc2ccc(N3CCOCC3)cc2)nc(N2CCOCC2)cc1=O,0.7414
NC1(c2ccc(-c3nc4c(C(=O)NCCc5ccccc5)cccn4c3-c3ccccc3)cc2)CCC1,0.7097
NC1(c2ccc(-c3nc4c(Br)cccn4c3-c3ccccc3)cc2)CCC1,1
NC(COc1cncc(-c2ccc3c(c2)C(=O)C(=O)N3)c1)Cc1ccccc1,0.7143
Cc1cc(-c2cn(CCNCC3CC3)c(C3CCN(c4ncncc4F)CC3)n2)ccc1F,0.7273
Cn1cc(-c2ccc(F)c(C#N)c2)nc1C1CCN(c2ncnc(N)c2Br)CC1,0.7576
Cn1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)cc1Cl,0.7183
CCn1cc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)nc2)cn1,0.7059
Cn1c(CC(=O)N2CCc3c(F)cccc32)nc(N2CCOCC2)cc1=NC1CCCCC1,0.7143
Cc1n[nH]c2ncc(-c3cncc(OCC(N)Cc4c(F)cccc4F)c3)cc12,0.7966
O=C(NCCc1ccccc1)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7031
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C4CC4)c3)cn2CCN2CCCC2)CC1,0.9692
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(Cl)c4)cn3CCN3CCCC3)CC2)c1Br,1
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cncc(F)c2)s1,0.8154
CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccn1,1
CC(N)c1cc(Cl)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,0.7544
NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1,1
NC1(C(=O)NCc2cccc(F)c2)CCN(c2ncnc3[nH]ccc23)CC1,0.7213
NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,1
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2nccs2)c(F)c1,0.7231
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2ccc(F)cn2)cc1F,0.8125
COc1nccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,0.7069
O=C(NC1CNCCC1c1ccsc1)c1cc2c(s1)OCCn1nccc1-2,0.7826
CCn1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cn1,0.7222
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2cncc(F)n2)c(F)c1,0.7015
Cn1nccc1-c1cc(C(=O)NC2CNCCC2c2ccc(F)nc2)ccc1F,0.7206
NC1(C(=O)NCc2ccc(F)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.8182
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1,1
CCCC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7213
O=C(Cc1nc(N2CCOCC2)c(Br)c(=O)[nH]1)Nc1cccc(Br)c1,0.7167
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cccnc2)cc1F,0.7846
Cn1ncc(Br)c1-c1ccc(C(=O)NC2CNCCC2c2cncnc2)cc1,0.75
Cn1c(CC(=O)Nc2ccc(F)c(F)c2)nc(N2CCOCC2)cc1=O,0.8421
COc1cccc2c1CC(C)N2C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C,0.8
Nc1ncnc(N2CCC(c3nc(C(F)(F)F)cn3CCN3CCCC3)CC2)c1Cl,0.7206
Cn1c(CC(=O)N2CCc3ccc(F)cc32)nc(N2CCOCC2)cc1=O,0.7966
CNCCn1cc(-c2ccnc(F)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.8143
NC1(c2ccc(-c3nc4n(c3-c3ccsc3)COc3cnccc3-4)cc2)CCC1,0.7833
NC(COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1c[nH]c2ccccc12,1
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccco1,0.7667
COc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncncc4F)CC3)n2)cc1F,0.7237
CC(C)n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(CCCF)CC3)cn2)cs1,0.7391
Cn1ccc(C2CCNCC2NC(=O)c2cc(F)c(-c3c(Cl)cnn3C)cc2F)n1,0.7429
COc1cccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)c1,0.7857
CCc1ccc(C2CCNCC2NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)cn1,0.7826
Cn1ncc(Cl)c1-c1cc(C(=O)NC2CNCCC2c2cncc(F)c2)oc1Cl,0.7826
Cn1ncc(Br)c1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)cn2)s1,0.7324
NC(CNC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)Cc1ccccc1,0.7778
NC1(c2ccc(-c3nc4c(C(=O)NCc5ccccc5)cccn4c3-c3ccccc3)cc2)CCC1,0.7333
NC(Cc1cc(F)c(F)cc1F)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.7759
CN(C)c1cccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)c1,0.7857
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccncn3)cn2CCN2CCCC2)CC1,0.7391
NC1(C(=O)NCc2ccc(F)c(F)c2F)CCN(c2ncnc3[nH]ccc23)CC1,0.7049
Cn1ncc(Br)c1-c1cc(F)c(C(=O)NC2CNCCC2c2cncc(F)c2)cc1F,0.791
Nc1ncnc(N2CCC(c3nc(-c4cc(F)cc(F)c4)cn3CCN3CCCC3)CC2)c1Cl,0.8438
NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ncccc3-4)cc2)CCC1,0.8235
Cn1c(CC(=O)N2CCc3ccccc32)nc(N2CCOCC2)cc1=O,1
NC1(c2ccc(-c3nc4ccc(C(=O)NCCN5CCOCC5)nn4c3-c3ccccc3)cc2)CCC1,0.7246
C=Cc1c(N)ncnc1N1CCC(c2nc(C3CCCCC3)cn2CCN2CCCC2)CC1,0.7164
NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3ccncc3-4)cc2)CCC1,0.8889
NC(=O)c1cccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)c1,0.7606
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccccc1)N1CCc2ccccc21,1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccccn3)cn2CCN2CCCC2)CC1,0.7391
Cc1cc(-c2cn(CC3CNC3)c(C3CCN(c4ncncc4C#N)CC3)n2)ccc1F,0.75
COc1ccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)cc1F,0.8261
NC1(C(=O)NCc2ccc(Br)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.8182
Cn1c(CC(=O)N2CCc3c(C#N)cccc32)nc(N2CCOCC2)cc1=O,0.7903
CC1Cc2ccc(F)cc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)n1C,0.871
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cncc(F)c2)nc1,0.7
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cc(CF)on2)cc1F,0.7
CSc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccn1,0.7778
CNc1cccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)c1,0.7857
CC(=O)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccn1,0.7671
NC(Cc1cc(F)ccc1F)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.75
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1c(F)cccc1F,0.7667
Cc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,0.7755
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccno1,0.7667
CNCC(Nc1ncnc2c(C(N)=O)ccnc12)c1ccccc1,0.8039
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cn3)cn2CCN2CCCC2)CC1,0.7105
Cc1cc(-c2cn(CCCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccc1F,0.7857
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1ccnnc1,0.7213
N#Cc1cc(F)cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)c1,0.75
Nc1ncnc(N2CCC(c3nc(-c4ccc(CO)c(F)c4)cn3CCN3CCCC3)CC2)c1Cl,0.8382
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccccn2)c(F)c1,0.7385
N#Cc1c(N)ncnc1N1CCC(c2nc(C3CCCC3)cn2CCN2CCCC2)CC1,0.9464
CC1Cc2c(Br)cc(Br)cc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C,0.8095
Cc1ccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)cc1F,0.8636
Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccn1,0.8116
NCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,1
CN(C)CCn1cc(-c2ccc(Cl)c(F)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.7027
Cn1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cn1,0.7429
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ncccn2)s1,0.7419
Cn1cc(C2CCNCC2NC(=O)c2cc(F)c(-c3ccnn3C)cc2F)cn1,0.8095
NC1(c2ccc(-c3nc4c(Cl)nccn4c3-c3ccccc3)cc2)CCC1,0.7308
